k_on,k_off,replicate,eq_time
0.03162277660168379,0.03162277660168379,43,2.3674334115141393
0.03162277660168379,0.03162277660168379,44,3.150000721885522
0.03162277660168379,0.03162277660168379,45,1.8855929223403713
0.03162277660168379,0.03162277660168379,46,1.7936096745748054
0.03162277660168379,0.03162277660168379,47,1.8023009124298346
0.03162277660168379,0.03162277660168379,48,3.319362351056161
0.03162277660168379,0.03162277660168379,49,1.9685433302518232
0.03162277660168379,0.03162277660168379,50,3.035675910716304
0.03162277660168379,0.03162277660168379,51,2.8206567924146375
0.03162277660168379,0.03162277660168379,52,3.2193636594270236
0.03162277660168379,0.03162277660168379,53,2.842888848844162
0.03162277660168379,0.03162277660168379,54,2.2775626610105313
0.03162277660168379,0.03162277660168379,55,3.4433185636691848
0.03162277660168379,0.03162277660168379,56,3.432068476378278
0.03162277660168379,0.03162277660168379,57,2.873584568582419
0.03162277660168379,0.03162277660168379,58,1.6822647453092283
0.03162277660168379,0.03162277660168379,59,2.1876809806109327
0.03162277660168379,0.03162277660168379,60,2.072223387476699
0.03162277660168379,0.03162277660168379,61,2.748752701041685
0.03162277660168379,0.03162277660168379,62,2.8742837057516906
0.03162277660168379,0.03162277660168379,63,3.351466311483532
0.03162277660168379,0.03162277660168379,64,3.5279619009196237
0.03162277660168379,0.03162277660168379,65,2.36535879773621
0.03162277660168379,0.03162277660168379,66,3.7903355918014703
0.03162277660168379,0.03162277660168379,67,2.895340531566787
0.03162277660168379,0.03162277660168379,68,3.0646470530174232
0.03162277660168379,0.03162277660168379,69,2.5494722990645697
0.03162277660168379,0.03162277660168379,70,3.715046920223087
0.03162277660168379,0.03162277660168379,71,3.1661005559783466
0.03162277660168379,0.03162277660168379,72,3.095287024782792
0.03162277660168379,0.03162277660168379,73,2.7792493194043564
0.03162277660168379,0.03162277660168379,74,3.0902012958138094
0.03162277660168379,0.03162277660168379,75,3.616904541626182
0.03162277660168379,0.03162277660168379,76,4.154627561288578
0.03162277660168379,0.03162277660168379,77,2.1410867532929707
0.03162277660168379,0.03162277660168379,78,2.4313740528908627
0.03162277660168379,0.03162277660168379,79,3.009288686600668
0.03162277660168379,0.03162277660168379,80,3.0472785037106256
0.03162277660168379,0.03162277660168379,81,2.6464941712423076
0.03162277660168379,0.03162277660168379,82,2.0440310815140124
0.03162277660168379,0.03162277660168379,83,3.3332968307956508
0.03162277660168379,0.03162277660168379,84,2.483727443262493
0.03162277660168379,0.03162277660168379,85,3.1272404120114574
0.03162277660168379,0.03162277660168379,86,2.9536453980220214
0.03162277660168379,0.03162277660168379,87,2.634443181034249
0.03162277660168379,0.03162277660168379,88,2.7716658709440245
0.03162277660168379,0.03162277660168379,89,1.8635440754820307
0.03162277660168379,0.03162277660168379,90,2.3747921048244187
0.03162277660168379,0.03162277660168379,91,3.1942540497472147
0.03162277660168379,0.03162277660168379,92,3.7895483270111465
0.03162277660168379,0.03162277660168379,93,2.7087146311128536
0.03162277660168379,0.03162277660168379,94,2.946012667892868
0.03162277660168379,0.03162277660168379,95,2.7510650154039498
0.03162277660168379,0.03162277660168379,96,2.605742591620058
0.03162277660168379,0.03162277660168379,97,2.12960341942914
0.03162277660168379,0.03162277660168379,98,3.443622593794327
0.03162277660168379,0.03162277660168379,99,3.851414938445419
0.03162277660168379,0.1,0,6.161235930477102
0.03162277660168379,0.1,1,2.6318247655157547
0.03162277660168379,0.1,2,6.606662993805077
0.03162277660168379,0.1,3,3.786353815722988
0.03162277660168379,0.1,4,4.427279456006128
0.03162277660168379,0.1,5,5.985358071426561
0.03162277660168379,0.1,6,4.682095511765734
0.03162277660168379,0.1,7,4.480758510772521
0.03162277660168379,0.1,8,9.506764167364139
0.03162277660168379,0.1,9,5.276190914563951
0.03162277660168379,0.1,10,2.674700601093491
0.03162277660168379,0.1,11,4.547435164601183
0.03162277660168379,0.1,12,7.11634451051114
0.03162277660168379,0.1,13,8.047641723328757
0.03162277660168379,0.1,14,3.1768806993600807
0.03162277660168379,0.1,15,3.3951360700798414
0.03162277660168379,0.1,16,5.761912745987289
0.03162277660168379,0.1,17,3.5635643903216434
0.03162277660168379,0.1,18,4.692615656054231
0.03162277660168379,0.1,19,6.408979831237959
0.03162277660168379,0.1,20,8.125525788975304
0.03162277660168379,0.1,21,6.966950678172895
0.03162277660168379,0.1,22,3.5684647893971113
0.03162277660168379,0.1,23,3.1000421039878954
0.03162277660168379,0.1,24,8.374451128799297
0.03162277660168379,0.1,25,4.486151532494759
0.03162277660168379,0.1,26,14.013956739015063
0.03162277660168379,0.1,27,3.4448350234065614
0.03162277660168379,0.1,28,2.4665316542660953
0.03162277660168379,0.1,29,3.2648086145186004
0.03162277660168379,0.1,30,12.442935107355147
0.03162277660168379,0.1,31,8.536286484490837
0.03162277660168379,0.1,32,2.022076675597649
0.03162277660168379,0.1,33,5.568258402039257
0.03162277660168379,0.1,34,1.9874667202098244
0.03162277660168379,0.1,35,2.142132144596667
0.03162277660168379,0.1,36,4.483012050199066
0.03162277660168379,0.1,37,6.656448483982553
0.03162277660168379,0.1,38,1.5880221526675222
0.03162277660168379,0.1,39,4.182065343859482
0.03162277660168379,0.1,40,3.1780457830299613
0.03162277660168379,0.1,41,7.246853210630023
0.03162277660168379,0.1,42,7.173251450400389
0.03162277660168379,0.1,43,7.837255887730881
0.03162277660168379,0.1,44,10.054657716990192
0.03162277660168379,0.1,45,4.3291596674168895
0.03162277660168379,0.1,46,6.082473462195888
0.03162277660168379,0.1,47,6.2543402223868245
0.03162277660168379,0.1,48,2.6867969904234257
0.03162277660168379,0.1,49,2.130430258511477
0.03162277660168379,0.1,50,6.7716937143769
0.03162277660168379,0.1,51,9.618686270244229
0.03162277660168379,0.1,52,10.334435653326327
0.03162277660168379,0.1,53,5.19627458294255
0.03162277660168379,0.1,54,2.5184246173439298
0.03162277660168379,0.1,55,12.893935912932516
0.03162277660168379,0.1,56,5.308768031879776
0.03162277660168379,0.1,57,6.0534739510209405
0.03162277660168379,0.1,58,9.530351853008282
0.03162277660168379,0.1,59,5.271495759717474
0.03162277660168379,0.1,60,2.5230721039119386
0.03162277660168379,0.1,61,2.8407642593928166
0.03162277660168379,0.1,62,4.6231523634941025
0.03162277660168379,0.1,63,3.1612049822514106
0.03162277660168379,0.1,64,2.358310102693491
0.03162277660168379,0.1,65,10.375761188504082
0.03162277660168379,0.1,66,3.5648263191186618
0.03162277660168379,0.1,67,4.996662332870968
0.03162277660168379,0.1,68,15.830834817817413
0.03162277660168379,0.1,69,15.391375460146788
0.03162277660168379,0.1,70,2.3418215327847305
0.03162277660168379,0.1,71,7.960218693181212
0.03162277660168379,0.1,72,7.012166557374286
0.03162277660168379,0.1,73,11.70506049537077
0.03162277660168379,0.1,74,2.1013314918288617
0.03162277660168379,0.1,75,2.7679025144741494
0.03162277660168379,0.1,76,2.8173238178607467
0.03162277660168379,0.1,77,2.0553656538113088
0.03162277660168379,0.1,78,4.048371652515796
0.03162277660168379,0.1,79,6.7716474366629145
0.03162277660168379,0.1,80,3.1027144965981535
0.03162277660168379,0.1,81,8.273886928245775
0.03162277660168379,0.1,82,5.618631231695993
0.03162277660168379,0.1,83,3.737561373687038
0.03162277660168379,0.1,84,3.472174476772518
0.03162277660168379,0.1,85,5.780076478514726
0.03162277660168379,0.1,86,8.454034904639249
0.03162277660168379,0.1,87,3.2186438914023903
0.03162277660168379,0.1,88,3.133672025880633
0.03162277660168379,0.1,89,3.849666045242905
0.03162277660168379,0.1,90,7.502717532731287
0.03162277660168379,0.1,91,9.565795613297764
0.03162277660168379,0.1,92,10.893299692265067
0.03162277660168379,0.1,93,5.492450583981692
0.03162277660168379,0.1,94,4.644879028938796
0.03162277660168379,0.1,95,12.75018544768378
0.03162277660168379,0.1,96,4.431463748968595
0.03162277660168379,0.1,97,4.352685375661324
0.03162277660168379,0.1,98,1.8869048343642831
0.03162277660168379,0.1,99,3.355439991176926
0.03162277660168379,0.31622776601683794,0,50.0
0.03162277660168379,0.31622776601683794,1,50.0
0.03162277660168379,0.31622776601683794,2,50.0
0.03162277660168379,0.31622776601683794,3,50.0
0.03162277660168379,0.31622776601683794,4,50.0
0.03162277660168379,0.31622776601683794,5,50.0
0.03162277660168379,0.31622776601683794,6,50.0
0.03162277660168379,0.31622776601683794,7,50.0
0.03162277660168379,0.31622776601683794,8,50.0
0.03162277660168379,0.31622776601683794,9,50.0
0.03162277660168379,0.31622776601683794,10,50.0
0.03162277660168379,0.31622776601683794,11,50.0
0.03162277660168379,0.31622776601683794,12,50.0
0.03162277660168379,0.31622776601683794,13,50.0
0.03162277660168379,0.31622776601683794,14,50.0
0.03162277660168379,0.31622776601683794,15,50.0
0.03162277660168379,0.31622776601683794,16,50.0
0.03162277660168379,0.31622776601683794,17,50.0
0.03162277660168379,0.31622776601683794,18,50.0
0.03162277660168379,0.31622776601683794,19,50.0
0.03162277660168379,0.31622776601683794,20,50.0
0.03162277660168379,0.31622776601683794,21,10.714038476456944
0.03162277660168379,0.31622776601683794,22,50.0
0.03162277660168379,0.31622776601683794,23,50.0
0.03162277660168379,0.31622776601683794,24,50.0
0.03162277660168379,0.31622776601683794,25,50.0
0.03162277660168379,0.31622776601683794,26,50.0
0.03162277660168379,0.31622776601683794,27,50.0
0.03162277660168379,0.31622776601683794,28,50.0
0.03162277660168379,0.31622776601683794,29,50.0
0.03162277660168379,0.31622776601683794,30,50.0
0.03162277660168379,0.31622776601683794,31,50.0
0.03162277660168379,0.31622776601683794,32,50.0
0.03162277660168379,0.31622776601683794,33,50.0
0.03162277660168379,0.31622776601683794,34,50.0
0.03162277660168379,0.31622776601683794,35,50.0
0.03162277660168379,0.31622776601683794,36,50.0
0.03162277660168379,0.31622776601683794,37,50.0
0.03162277660168379,0.31622776601683794,38,50.0
0.03162277660168379,0.31622776601683794,39,50.0
0.03162277660168379,0.31622776601683794,40,50.0
0.03162277660168379,0.31622776601683794,41,50.0
0.03162277660168379,0.31622776601683794,42,50.0
0.03162277660168379,0.31622776601683794,43,50.0
0.03162277660168379,0.31622776601683794,44,50.0
0.03162277660168379,0.31622776601683794,45,50.0
0.03162277660168379,0.31622776601683794,46,50.0
0.03162277660168379,0.31622776601683794,47,50.0
0.03162277660168379,0.31622776601683794,48,50.0
0.03162277660168379,0.31622776601683794,49,50.0
0.03162277660168379,0.31622776601683794,50,50.0
0.03162277660168379,0.31622776601683794,51,50.0
0.03162277660168379,0.31622776601683794,52,50.0
0.03162277660168379,0.31622776601683794,53,50.0
0.03162277660168379,0.31622776601683794,54,50.0
0.03162277660168379,0.31622776601683794,55,50.0
0.03162277660168379,0.31622776601683794,56,50.0
0.03162277660168379,0.31622776601683794,57,29.662493741509408
0.03162277660168379,0.31622776601683794,58,50.0
0.03162277660168379,0.31622776601683794,59,50.0
0.03162277660168379,0.31622776601683794,60,50.0
0.03162277660168379,0.31622776601683794,61,50.0
0.03162277660168379,0.31622776601683794,62,50.0
0.03162277660168379,0.31622776601683794,63,50.0
0.03162277660168379,0.31622776601683794,64,50.0
0.03162277660168379,0.31622776601683794,65,50.0
0.03162277660168379,0.31622776601683794,66,50.0
0.03162277660168379,0.31622776601683794,67,50.0
0.03162277660168379,0.31622776601683794,68,50.0
0.03162277660168379,0.31622776601683794,69,50.0
0.03162277660168379,0.31622776601683794,70,50.0
0.03162277660168379,0.31622776601683794,71,50.0
0.03162277660168379,0.31622776601683794,72,50.0
0.03162277660168379,0.31622776601683794,73,50.0
0.03162277660168379,0.31622776601683794,74,50.0
0.03162277660168379,0.31622776601683794,75,50.0
0.03162277660168379,0.31622776601683794,76,50.0
0.03162277660168379,0.31622776601683794,77,50.0
0.03162277660168379,0.31622776601683794,78,50.0
0.03162277660168379,0.31622776601683794,79,50.0
0.03162277660168379,0.31622776601683794,80,50.0
0.03162277660168379,0.31622776601683794,81,50.0
0.03162277660168379,0.31622776601683794,82,50.0
0.03162277660168379,0.31622776601683794,83,50.0
0.03162277660168379,0.31622776601683794,84,50.0
0.03162277660168379,0.31622776601683794,85,50.0
0.03162277660168379,0.31622776601683794,86,50.0
0.03162277660168379,0.31622776601683794,87,50.0
0.03162277660168379,0.31622776601683794,88,50.0
0.03162277660168379,0.31622776601683794,89,50.0
0.03162277660168379,0.31622776601683794,90,50.0
0.03162277660168379,0.31622776601683794,91,50.0
0.03162277660168379,0.31622776601683794,92,50.0
0.03162277660168379,0.31622776601683794,93,50.0
0.03162277660168379,0.31622776601683794,94,50.0
0.03162277660168379,0.31622776601683794,95,50.0
0.03162277660168379,0.31622776601683794,96,50.0
0.03162277660168379,0.31622776601683794,97,50.0
0.03162277660168379,0.31622776601683794,98,50.0
0.03162277660168379,0.31622776601683794,99,50.0
0.03162277660168379,1.0,0,50.0
0.03162277660168379,1.0,1,50.0
0.03162277660168379,1.0,2,50.0
0.03162277660168379,1.0,3,50.0
0.03162277660168379,1.0,4,50.0
0.03162277660168379,1.0,5,50.0
0.03162277660168379,1.0,6,50.0
0.03162277660168379,1.0,7,50.0
0.03162277660168379,1.0,8,50.0
0.03162277660168379,1.0,9,50.0
0.03162277660168379,1.0,10,50.0
0.03162277660168379,1.0,11,50.0
0.03162277660168379,1.0,12,50.0
0.03162277660168379,1.0,13,50.0
0.03162277660168379,1.0,14,50.0
0.03162277660168379,1.0,15,50.0
0.03162277660168379,1.0,16,50.0
0.03162277660168379,1.0,17,50.0
0.03162277660168379,1.0,18,50.0
0.03162277660168379,1.0,19,50.0
0.03162277660168379,1.0,20,50.0
0.03162277660168379,1.0,21,50.0
0.03162277660168379,1.0,22,50.0
0.03162277660168379,1.0,23,50.0
0.03162277660168379,1.0,24,50.0
0.03162277660168379,1.0,25,50.0
0.03162277660168379,1.0,26,50.0
0.03162277660168379,1.0,27,50.0
0.03162277660168379,1.0,28,50.0
0.03162277660168379,1.0,29,50.0
0.03162277660168379,1.0,30,50.0
0.03162277660168379,1.0,31,50.0
0.03162277660168379,1.0,32,50.0
0.03162277660168379,1.0,33,50.0
0.03162277660168379,1.0,34,50.0
0.03162277660168379,1.0,35,50.0
0.03162277660168379,1.0,36,50.0
0.03162277660168379,1.0,37,50.0
0.03162277660168379,1.0,38,50.0
0.03162277660168379,1.0,39,50.0
0.03162277660168379,1.0,40,50.0
0.03162277660168379,1.0,41,50.0
0.03162277660168379,1.0,42,50.0
0.03162277660168379,1.0,43,50.0
0.03162277660168379,1.0,44,50.0
0.03162277660168379,1.0,45,50.0
0.03162277660168379,1.0,46,50.0
0.03162277660168379,1.0,47,50.0
0.03162277660168379,1.0,48,50.0
0.03162277660168379,1.0,49,50.0
0.03162277660168379,1.0,50,50.0
0.03162277660168379,1.0,51,50.0
0.03162277660168379,1.0,52,50.0
0.03162277660168379,1.0,53,50.0
0.03162277660168379,1.0,54,50.0
0.03162277660168379,1.0,55,50.0
0.03162277660168379,1.0,56,50.0
0.03162277660168379,1.0,57,50.0
0.03162277660168379,1.0,58,50.0
0.03162277660168379,1.0,59,50.0
0.03162277660168379,1.0,60,50.0
0.03162277660168379,1.0,61,50.0
0.03162277660168379,1.0,62,50.0
0.03162277660168379,1.0,63,50.0
0.03162277660168379,1.0,64,50.0
0.03162277660168379,1.0,65,50.0
0.03162277660168379,1.0,66,50.0
0.03162277660168379,1.0,67,50.0
0.03162277660168379,1.0,68,50.0
0.03162277660168379,1.0,69,50.0
0.03162277660168379,1.0,70,50.0
0.03162277660168379,1.0,71,50.0
0.03162277660168379,1.0,72,50.0
0.03162277660168379,1.0,73,50.0
0.03162277660168379,1.0,74,50.0
0.03162277660168379,1.0,75,50.0
0.03162277660168379,1.0,76,50.0
0.03162277660168379,1.0,77,50.0
0.03162277660168379,1.0,78,50.0
0.03162277660168379,1.0,79,50.0
0.03162277660168379,1.0,80,50.0
0.03162277660168379,1.0,81,50.0
0.03162277660168379,1.0,82,50.0
0.03162277660168379,1.0,83,50.0
0.03162277660168379,1.0,84,50.0
0.03162277660168379,1.0,85,50.0
0.03162277660168379,1.0,86,50.0
0.03162277660168379,1.0,87,50.0
0.03162277660168379,1.0,88,50.0
0.03162277660168379,1.0,89,50.0
0.03162277660168379,1.0,90,50.0
0.03162277660168379,1.0,91,50.0
0.03162277660168379,1.0,92,50.0
0.03162277660168379,1.0,93,50.0
0.03162277660168379,1.0,94,50.0
0.03162277660168379,1.0,95,50.0
0.03162277660168379,1.0,96,50.0
0.03162277660168379,1.0,97,50.0
0.03162277660168379,1.0,98,50.0
0.03162277660168379,1.0,99,50.0
0.1,0.01,0,1.2233713077306778
0.1,0.01,1,1.995053792537937
0.1,0.01,2,3.0689016628322117
0.1,0.01,3,1.9298194483022182
0.1,0.01,4,1.5811204952728644
0.1,0.01,5,2.271119981640564
0.1,0.01,6,2.426377248010458
0.1,0.01,7,2.30823037740664
0.1,0.01,8,6.9044618947156176
0.1,0.01,9,1.924898737264545
0.1,0.01,10,2.760094729403504
0.1,0.01,11,1.983247863389145
0.1,0.01,12,1.99450569209166
0.1,0.01,13,1.2866380161856115
0.1,0.01,14,1.6896100024851635
0.1,0.01,15,2.054814240867399
0.1,0.01,16,1.4228948846165987
0.1,0.01,17,4.6826013886520395
0.1,0.01,18,2.5191443639601383
0.1,0.01,19,2.889965660769823
0.1,0.01,20,1.2743322762426093
0.1,0.01,21,1.5559231317886613
0.1,0.01,22,1.79139332356472
0.1,0.01,23,1.3402216389511283
0.1,0.01,24,1.1039486297472987
0.1,0.01,25,1.7316691581558352
0.1,0.01,26,1.8467014833329713
0.1,0.01,27,1.7812066537156366
0.1,0.01,28,1.9952671282034233
0.1,0.01,29,3.7388922750057576
0.1,0.01,30,1.9513733376345976
0.1,0.01,31,1.1746557300043659
0.1,0.01,32,1.5127323077581245
0.1,0.01,33,6.000377492381111
0.1,0.01,34,1.8377865692669406
0.1,0.01,35,1.190248931821737
0.1,0.01,36,3.341385519767751
0.1,0.01,37,1.374528833086801
0.1,0.01,38,1.9520889157452326
0.1,0.01,39,1.7015394674498057
0.1,0.01,40,1.743627598524808
0.1,0.01,41,3.0401160778562355
0.1,0.01,42,1.1892128400550768
0.1,0.01,43,2.7641686160129164
0.1,0.01,44,1.8198474627622743
0.1,0.01,45,1.8701501244138916
0.1,0.01,46,1.7339415241585896
0.1,0.01,47,2.7055991913309048
0.1,0.01,48,2.5370179786056473
0.1,0.01,49,2.726402513699757
0.1,0.01,50,2.348545383289624
0.1,0.01,51,2.920038030122557
0.1,0.01,52,1.4781281407190727
0.1,0.01,53,1.6286890301434498
0.1,0.01,54,2.1485165233057417
0.1,0.01,55,1.6752350061480403
0.1,0.01,56,3.321990960753377
0.1,0.01,57,1.4007714838111565
0.1,0.01,58,1.5970273491717368
0.1,0.01,59,2.377699852763297
0.1,0.01,60,0.9572443714116085
0.1,0.01,61,1.6552839165059599
0.1,0.01,62,1.5695441321551655
0.1,0.01,63,1.9142169909045053
0.1,0.01,64,2.2800788523714584
0.1,0.01,65,1.7003212284218368
0.1,0.01,66,2.7553917896344005
0.1,0.01,67,2.314999465159952
0.1,0.01,68,2.101221320837894
0.1,0.01,69,2.576187467731646
0.1,0.01,70,1.3700929132152544
0.1,0.01,71,1.5322367261666028
0.1,0.01,72,1.41157311478585
0.1,0.01,73,5.476509255454144
0.1,0.01,74,1.3137224800304876
0.1,0.01,75,2.0224942286748697
0.1,0.01,76,2.009484563232082
0.1,0.01,77,2.003844199461704
0.1,0.01,78,1.1374920660991625
0.1,0.01,79,2.368654683546864
0.1,0.01,80,1.429938126404634
0.1,0.01,81,2.57917459378184
0.1,0.01,82,1.7233857843173652
0.1,0.01,83,1.5990166476385848
0.1,0.01,84,1.7223345381083828
0.1,0.01,85,5.888108560737784
0.1,0.01,86,2.0416733411746986
0.1,0.01,87,1.9258484686895674
0.1,0.01,88,1.9954435000346262
0.1,0.01,89,2.0218464608810565
0.1,0.01,90,1.6324754278970584
0.1,0.01,91,1.5240069145149227
0.1,0.01,92,1.745104125278633
0.1,0.01,93,1.595552348586304
0.1,0.01,94,1.8814880637678673
0.1,0.01,95,1.7730101757225616
0.1,0.01,96,1.1431184702744968
0.1,0.01,97,2.3211081876835604
0.1,0.01,98,2.863149361968504
0.1,0.01,99,2.1420934638697346
0.1,0.03162277660168379,0,2.526368251790358
0.1,0.03162277660168379,1,2.054988159346272
0.1,0.03162277660168379,2,1.6707272749247701
0.1,0.03162277660168379,3,1.948737850103338
0.1,0.03162277660168379,4,1.2829582802657271
0.1,0.03162277660168379,5,2.3823527743236497
0.1,0.03162277660168379,6,3.5955437867092304
0.1,0.03162277660168379,7,1.5627367678767103
0.1,0.03162277660168379,8,2.2627671397177886
0.1,0.03162277660168379,9,1.4071283259904526
0.1,0.03162277660168379,10,1.5669129224303273
0.1,0.03162277660168379,11,3.1608526689949534
0.1,0.03162277660168379,12,3.2140522394729754
0.1,0.03162277660168379,13,1.8515798261804668
0.1,0.03162277660168379,14,3.4961528995779334
0.1,0.03162277660168379,15,2.1533631529493977
0.1,0.03162277660168379,16,1.9455702672705355
0.1,0.03162277660168379,17,1.7897909224216118
0.1,0.03162277660168379,18,2.383440403423452
0.1,0.03162277660168379,19,2.0786525768951187
0.1,0.03162277660168379,20,1.7934988671238266
0.1,0.03162277660168379,21,1.9191978310092142
0.1,0.03162277660168379,22,1.1412059473996228
0.1,0.03162277660168379,23,1.4132053549157537
0.1,0.03162277660168379,24,2.4742801341971052
0.1,0.03162277660168379,25,1.259718203287784
0.1,0.03162277660168379,26,1.634363797761192
0.1,0.03162277660168379,27,1.6144276432333817
0.1,0.03162277660168379,28,1.7307096225747869
0.1,0.03162277660168379,29,1.6277422121150913
0.1,0.03162277660168379,30,2.2096499928216864
0.1,0.03162277660168379,31,1.7376803457546763
0.1,0.03162277660168379,32,2.796806083646156
0.1,0.03162277660168379,33,1.904403161570861
0.1,0.03162277660168379,34,2.2534939636648215
0.1,0.03162277660168379,35,2.3549100378400203
0.1,0.03162277660168379,36,1.9850957258088118
0.1,0.03162277660168379,37,3.4790231181647213
0.1,0.03162277660168379,38,1.766155611106964
0.1,0.03162277660168379,39,1.750860276628584
0.1,0.03162277660168379,40,1.5961633423980963
0.1,0.03162277660168379,41,2.2026046624556974
0.1,0.03162277660168379,42,1.7816396934433645
0.1,0.03162277660168379,43,2.4287033982557356
0.1,0.03162277660168379,44,3.047206273582298
0.1,0.03162277660168379,45,1.8903192630204746
0.1,0.03162277660168379,46,2.0102173829148864
0.1,0.03162277660168379,47,1.3715039348137912
0.1,0.03162277660168379,48,2.575388384093451
0.1,0.03162277660168379,49,1.5669155577591418
0.1,0.03162277660168379,50,1.7413380015484798
0.1,0.03162277660168379,51,1.3122435060418216
0.1,0.03162277660168379,52,3.1489483259190276
0.1,0.03162277660168379,53,2.4343874775876007
0.1,0.03162277660168379,54,2.626018894104371
0.1,0.03162277660168379,55,2.377579224931662
0.1,0.03162277660168379,56,2.158829143766989
0.1,0.03162277660168379,57,1.5526897082276039
0.1,0.03162277660168379,58,1.9219421363786682
0.1,0.03162277660168379,59,1.800224456641236
0.1,0.03162277660168379,60,2.212079248408038
0.1,0.03162277660168379,61,1.6090349592053794
0.1,0.03162277660168379,62,1.5493163380198551
0.1,0.03162277660168379,63,1.9835346699593477
0.1,0.03162277660168379,64,2.1256811011368697
0.1,0.03162277660168379,65,2.392027608839156
0.1,0.03162277660168379,66,1.483948117820033
0.1,0.03162277660168379,67,1.0675684602626208
0.1,0.03162277660168379,68,1.4431263432232644
0.1,0.03162277660168379,69,1.6066888390673524
0.1,0.03162277660168379,70,2.931309408766425
0.1,0.03162277660168379,71,2.419736821064317
0.1,0.03162277660168379,72,2.5716058061241127
0.1,0.03162277660168379,73,2.9980558791183434
0.1,0.03162277660168379,74,1.9321350670623891
0.1,0.03162277660168379,75,1.9116822723602431
0.1,0.03162277660168379,76,1.1126058417919102
0.1,0.03162277660168379,77,2.1798982857889175
0.1,0.03162277660168379,78,2.177484623269612
0.1,0.03162277660168379,79,2.3360273471431174
0.1,0.03162277660168379,80,1.4202528688913696
0.1,0.03162277660168379,81,1.5197032692388128
0.1,0.03162277660168379,82,2.004994718712888
0.1,0.03162277660168379,83,2.1638654058169977
0.1,0.03162277660168379,84,2.84632791264775
0.1,0.03162277660168379,85,2.0566096756878496
0.1,0.03162277660168379,86,4.038772047906961
0.1,0.03162277660168379,87,2.0999803346768227
0.1,0.03162277660168379,88,1.3479201622477937
0.1,0.03162277660168379,89,1.258666834338565
0.1,0.03162277660168379,90,1.9249763496949417
0.1,0.03162277660168379,91,2.993333896038154
0.1,0.03162277660168379,92,2.0845689213304928
